,attraction,rate,reviews,attraction_url,reviews_url
1156,1157. Maroc Loisirs,4.5,137,/Attraction_Review-g293734-d1737215-Reviews-Maroc_Loisirs-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1737215-Reviews-Maroc_Loisirs-Marrakech_Marrakech_Safi.html
1157,1158. Morocco Destination,5.0,43,/Attraction_Review-g293734-d6679606-Reviews-Morocco_Destination-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d6679606-Reviews-Morocco_Destination-Marrakech_Marrakech_Safi.html
1158,1159. Sirius Adventures,5.0,27,/Attraction_Review-g293734-d17651956-Reviews-Sirius_Adventures-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17651956-Reviews-Sirius_Adventures-Marrakech_Marrakech_Safi.html
1159,1160. GetYourMarrakechGuide,5.0,17,/Attraction_Review-g293734-d25417470-Reviews-GetYourMarrakechGuide-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25417470-Reviews-GetYourMarrakechGuide-Marrakech_Marrakech_Safi.html
1160,1161. Cuisine Marrakech,4.5,171,/Attraction_Review-g293734-d1389158-Reviews-Cuisine_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d1389158-Reviews-Cuisine_Marrakech-Marrakech_Marrakech_Safi.html
1161,1162. Tourism Marrakech,5.0,30,/Attraction_Review-g293734-d15619827-Reviews-Tourism_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15619827-Reviews-Tourism_Marrakech-Marrakech_Marrakech_Safi.html
1162,1163. Morocco tours countryside,5.0,17,/Attraction_Review-g293734-d26550938-Reviews-Morocco_tours_countryside-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26550938-Reviews-Morocco_tours_countryside-Marrakech_Marrakech_Safi.html
1163,1164. Ourikatravel,4.5,35,/Attraction_Review-g293734-d18721119-Reviews-Ourikatravel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d18721119-Reviews-Ourikatravel-Marrakech_Marrakech_Safi.html
1164,1165. Camel Trip Morocco,5.0,34,/Attraction_Review-g293734-d14826843-Reviews-Camel_Trip_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d14826843-Reviews-Camel_Trip_Morocco-Marrakech_Marrakech_Safi.html
1165,1166. Trips Atlas Mountains,5.0,17,/Attraction_Review-g293734-d26262677-Reviews-Trips_Atlas_Mountains-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26262677-Reviews-Trips_Atlas_Mountains-Marrakech_Marrakech_Safi.html
1166,1167. Moorocana,5.0,28,/Attraction_Review-g293734-d16645373-Reviews-Moorocana-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d16645373-Reviews-Moorocana-Marrakech_Marrakech_Safi.html
1167,1168. Sahara Desert Morocco,5.0,21,/Attraction_Review-g293734-d17838491-Reviews-Sahara_Desert_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17838491-Reviews-Sahara_Desert_Morocco-Marrakech_Marrakech_Safi.html
1168,1169. Najma Trans,5.0,29,/Attraction_Review-g293734-d15582148-Reviews-Najma_Trans-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15582148-Reviews-Najma_Trans-Marrakech_Marrakech_Safi.html
1169,1170. Puro Beauty Nature,5.0,42,/Attraction_Review-g293734-d12482980-Reviews-Puro_Beauty_Nature-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12482980-Reviews-Puro_Beauty_Nature-Marrakech_Marrakech_Safi.html
1170,1171. Dadani Destinations - Day Tours,5.0,46,/Attraction_Review-g293734-d2304456-Reviews-Dadani_Destinations_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2304456-Reviews-Dadani_Destinations_Day_Tours-Marrakech_Marrakech_Safi.html
1171,1172. Transfert Marrakech,5.0,42,/Attraction_Review-g293734-d13384180-Reviews-Transfert_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13384180-Reviews-Transfert_Marrakech-Marrakech_Marrakech_Safi.html
1172,1173. Amallay Travel,5.0,27,/Attraction_Review-g293734-d16872369-Reviews-Amallay_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d16872369-Reviews-Amallay_Travel-Marrakech_Marrakech_Safi.html
1173,1174. yallahtoursmarrakesh,5.0,19,/Attraction_Review-g293734-d25296545-Reviews-Yallahtoursmarrakesh-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25296545-Reviews-Yallahtoursmarrakesh-Marrakech_Marrakech_Safi.html
1174,1175. Sahara sunsets,5.0,29,/Attraction_Review-g293734-d17523731-Reviews-Sahara_sunsets-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17523731-Reviews-Sahara_sunsets-Marrakech_Marrakech_Safi.html
1175,1176. Quad Adventure Marrakesh,5.0,26,/Attraction_Review-g293734-d19109746-Reviews-Quad_Adventure_Marrakesh-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19109746-Reviews-Quad_Adventure_Marrakesh-Marrakech_Marrakech_Safi.html
1176,1177. Morocco Meeting tours,5.0,18,/Attraction_Review-g293734-d26527139-Reviews-Morocco_Meeting_tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26527139-Reviews-Morocco_Meeting_tours-Marrakech_Marrakech_Safi.html
1177,1178. Nomad Ballooning,5.0,17,/Attraction_Review-g293734-d25803023-Reviews-Nomad_Ballooning-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25803023-Reviews-Nomad_Ballooning-Marrakech_Marrakech_Safi.html
1178,1179. Harea Morocco Experiences,5.0,21,/Attraction_Review-g293734-d15636596-Reviews-Harea_Morocco_Experiences-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15636596-Reviews-Harea_Morocco_Experiences-Marrakech_Marrakech_Safi.html
1179,1180. Authentic Morocco Trips,5.0,21,/Attraction_Review-g293734-d18990392-Reviews-Authentic_Morocco_Trips-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d18990392-Reviews-Authentic_Morocco_Trips-Marrakech_Marrakech_Safi.html
1180,1181. Marrakech Kart racing,4.5,60,/Attraction_Review-g293734-d9715938-Reviews-Marrakech_Kart_racing-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d9715938-Reviews-Marrakech_Kart_racing-Marrakech_Marrakech_Safi.html
1181,1182. PalmGolf Marrakech Ourika,4.5,93,/Attraction_Review-g293734-d8870434-Reviews-PalmGolf_Marrakech_Ourika-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d8870434-Reviews-PalmGolf_Marrakech_Ourika-Marrakech_Marrakech_Safi.html
1182,1183. Be with Karim,5.0,24,/Attraction_Review-g293734-d17543599-Reviews-Be_with_Karim-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17543599-Reviews-Be_with_Karim-Marrakech_Marrakech_Safi.html
1183,1184. Tour and Travel Morocco,4.5,22,/Attraction_Review-g293734-d25414855-Reviews-Tour_and_Travel_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25414855-Reviews-Tour_and_Travel_Morocco-Marrakech_Marrakech_Safi.html
1184,1185. Marrakech Travel Big Smile,5.0,33,/Attraction_Review-g293734-d10622150-Reviews-Marrakech_Travel_Big_Smile-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d10622150-Reviews-Marrakech_Travel_Big_Smile-Marrakech_Marrakech_Safi.html
1185,1186. THE BERBER TOUR GUIDE,5.0,20,/Attraction_Review-g293734-d23921547-Reviews-THE_BERBER_TOUR_GUIDE-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23921547-Reviews-THE_BERBER_TOUR_GUIDE-Marrakech_Marrakech_Safi.html
1186,1187. Best Atlas Tours,5.0,20,/Attraction_Review-g293734-d23297689-Reviews-Best_Atlas_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23297689-Reviews-Best_Atlas_Tours-Marrakech_Marrakech_Safi.html
1187,1188. Moroccan Trips,5.0,34,/Attraction_Review-g293734-d14108584-Reviews-Moroccan_Trips-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d14108584-Reviews-Moroccan_Trips-Marrakech_Marrakech_Safi.html
1188,1189. Marrakech Private Tour Guide,5.0,22,/Attraction_Review-g293734-d19600640-Reviews-Marrakech_Private_Tour_Guide-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19600640-Reviews-Marrakech_Private_Tour_Guide-Marrakech_Marrakech_Safi.html
1189,1190. Guide Souk Facil' Marrakech Et Guéliz Guide,5.0,18,/Attraction_Review-g293734-d24166455-Reviews-Guide_Souk_Facil_Marrakech_Et_Gueliz_Guide-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24166455-Reviews-Guide_Souk_Facil_Marrakech_Et_Gueliz_Guide-Marrakech_Marrakech_Safi.html
1190,1191. Oufan Tours,5.0,33,/Attraction_Review-g293734-d19720205-Reviews-Oufan_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19720205-Reviews-Oufan_Tours-Marrakech_Marrakech_Safi.html
1191,1192. Traces Berbères Voyages,4.0,140,/Attraction_Review-g293734-d2724104-Reviews-Traces_Berberes_Voyages-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2724104-Reviews-Traces_Berberes_Voyages-Marrakech_Marrakech_Safi.html
1192,1193. I Morocco Travels,5.0,18,/Attraction_Review-g293734-d20317665-Reviews-I_Morocco_Travels-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d20317665-Reviews-I_Morocco_Travels-Marrakech_Marrakech_Safi.html
1193,1194. MARRUECOS VIAJA EN TI,5.0,16,/Attraction_Review-g293734-d26245521-Reviews-MARRUECOS_VIAJA_EN_TI-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26245521-Reviews-MARRUECOS_VIAJA_EN_TI-Marrakech_Marrakech_Safi.html
1194,1195. Aglza Morocco Tours,5.0,24,/Attraction_Review-g293734-d19843915-Reviews-Aglza_Morocco_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19843915-Reviews-Aglza_Morocco_Tours-Marrakech_Marrakech_Safi.html
1195,1196. amazigh voyage,5.0,25,/Attraction_Review-g293734-d19120429-Reviews-Amazigh_voyage-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19120429-Reviews-Amazigh_voyage-Marrakech_Marrakech_Safi.html
1196,1197. Agoudal Travel,5.0,43,/Attraction_Review-g293734-d8754646-Reviews-Agoudal_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d8754646-Reviews-Agoudal_Travel-Marrakech_Marrakech_Safi.html
1197,1198. Love Morocco Desert,5.0,19,/Attraction_Review-g293734-d24147621-Reviews-Love_Morocco_Desert-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24147621-Reviews-Love_Morocco_Desert-Marrakech_Marrakech_Safi.html
1198,1199. Ofildelatlas,5.0,27,/Attraction_Review-g293734-d15207489-Reviews-Ofildelatlas-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15207489-Reviews-Ofildelatlas-Marrakech_Marrakech_Safi.html
1199,1200. Anaam Tours Morocco - Day Tours,4.5,47,/Attraction_Review-g293734-d6215244-Reviews-Anaam_Tours_Morocco_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d6215244-Reviews-Anaam_Tours_Morocco_Day_Tours-Marrakech_Marrakech_Safi.html
1200,1201. Visitas y Excursiones en Marrakech,4.5,46,/Attraction_Review-g293734-d8647325-Reviews-Visitas_y_Excursiones_en_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d8647325-Reviews-Visitas_y_Excursiones_en_Marrakech-Marrakech_Marrakech_Safi.html
1201,1202. Marrakech Morocco Travel,5.0,16,/Attraction_Review-g293734-d26136973-Reviews-Marrakech_Morocco_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26136973-Reviews-Marrakech_Morocco_Travel-Marrakech_Marrakech_Safi.html
1202,1203. Dounia Alaoui,5.0,20,/Attraction_Review-g293734-d19686852-Reviews-Dounia_Alaoui-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19686852-Reviews-Dounia_Alaoui-Marrakech_Marrakech_Safi.html
1203,1204. Morocco Royal Tour,5.0,25,/Attraction_Review-g293734-d12611021-Reviews-Morocco_Royal_Tour-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12611021-Reviews-Morocco_Royal_Tour-Marrakech_Marrakech_Safi.html
1204,1205. Fantasy Treks,5.0,28,/Attraction_Review-g293734-d15555058-Reviews-Fantasy_Treks-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15555058-Reviews-Fantasy_Treks-Marrakech_Marrakech_Safi.html
1205,1206. Rentals in Marrakech,5.0,27,/Attraction_Review-g293734-d17370465-Reviews-Rentals_in_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17370465-Reviews-Rentals_in_Marrakech-Marrakech_Marrakech_Safi.html
1206,"1207. The Bars, Royal Mansour Marrakech",4.5,69,/Attraction_Review-g293734-d3217284-Reviews-The_Bars_Royal_Mansour_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d3217284-Reviews-The_Bars_Royal_Mansour_Marrakech-Marrakech_Marrakech_Safi.html
1207,1208. Erg Morocco Trips,5.0,20,/Attraction_Review-g293734-d19853842-Reviews-Erg_Morocco_Trips-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19853842-Reviews-Erg_Morocco_Trips-Marrakech_Marrakech_Safi.html
1208,1209. Trekking Holidays Morocco,5.0,51,/Attraction_Review-g293734-d5220096-Reviews-Trekking_Holidays_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d5220096-Reviews-Trekking_Holidays_Morocco-Marrakech_Marrakech_Safi.html
1209,1210. Marrakesh-trip,5.0,24,/Attraction_Review-g293734-d19849004-Reviews-Marrakesh_trip-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19849004-Reviews-Marrakesh_trip-Marrakech_Marrakech_Safi.html
1210,1211. I&A Moroccan Travel,5.0,17,/Attraction_Review-g293734-d25178699-Reviews-I_A_Moroccan_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25178699-Reviews-I_A_Moroccan_Travel-Marrakech_Marrakech_Safi.html
1211,1212. Morocco Upclose,5.0,26,/Attraction_Review-g293734-d19113778-Reviews-Morocco_Upclose-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19113778-Reviews-Morocco_Upclose-Marrakech_Marrakech_Safi.html
1212,1213. Toubkal Hiking Team,5.0,16,/Attraction_Review-g293734-d25788725-Reviews-Toubkal_Hiking_Team-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25788725-Reviews-Toubkal_Hiking_Team-Marrakech_Marrakech_Safi.html
1213,1214. Marrakech Sahara Travel,5.0,23,/Attraction_Review-g293734-d14058427-Reviews-Marrakech_Sahara_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d14058427-Reviews-Marrakech_Sahara_Travel-Marrakech_Marrakech_Safi.html
1214,1215. Saghru Travel Tours,5.0,26,/Attraction_Review-g293734-d15828694-Reviews-Saghru_Travel_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15828694-Reviews-Saghru_Travel_Tours-Marrakech_Marrakech_Safi.html
1215,1216. Wafajet,5.0,24,/Attraction_Review-g293734-d15887355-Reviews-Wafajet-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15887355-Reviews-Wafajet-Marrakech_Marrakech_Safi.html
1216,1217. morocco trip ismail,5.0,16,/Attraction_Review-g293734-d25443517-Reviews-Morocco_trip_ismail-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25443517-Reviews-Morocco_trip_ismail-Marrakech_Marrakech_Safi.html
1217,1218. Zouhair Ben Fadel,5.0,18,/Attraction_Review-g293734-d21024770-Reviews-Zouhair_Ben_Fadel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d21024770-Reviews-Zouhair_Ben_Fadel-Marrakech_Marrakech_Safi.html
1218,1219. Ansmoon travel,5.0,23,/Attraction_Review-g293734-d17584474-Reviews-Ansmoon_travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17584474-Reviews-Ansmoon_travel-Marrakech_Marrakech_Safi.html
1219,1220. Touareg Quad,4.5,73,/Attraction_Review-g293734-d7393651-Reviews-Touareg_Quad-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7393651-Reviews-Touareg_Quad-Marrakech_Marrakech_Safi.html
1220,1221. Desert Tour Morocco,4.5,25,/Attraction_Review-g293734-d24864753-Reviews-Desert_Tour_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24864753-Reviews-Desert_Tour_Morocco-Marrakech_Marrakech_Safi.html
1221,"1222. Zagora M’hamid El Ghizlane, Tours 3 Days To Erg Chegaga désert From Marrakech",5.0,18,/Attraction_Review-g293734-d25354036-Reviews-Zagora_M_hamid_El_Ghizlane_Tours_3_Days_To_Erg_Chegaga_desert_From_Marrakech-Mar.html,/Attraction_Review-g293734-d25354036-Reviews-Zagora_M_hamid_El_Ghizlane_Tours_3_Days_To_Erg_Chegaga_desert_From_Marrakech-Mar.html
1222,1223. Solidarias Travel,5.0,32,/Attraction_Review-g293734-d14982180-Reviews-Solidarias_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d14982180-Reviews-Solidarias_Travel-Marrakech_Marrakech_Safi.html
1223,1224. Al Son Morocco,5.0,25,/Attraction_Review-g293734-d15522665-Reviews-Al_Son_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15522665-Reviews-Al_Son_Morocco-Marrakech_Marrakech_Safi.html
1224,1225. Jacaranda Car,5.0,19,/Attraction_Review-g293734-d15554504-Reviews-Jacaranda_Car-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15554504-Reviews-Jacaranda_Car-Marrakech_Marrakech_Safi.html
1225,1226. Toubkal life trekking,5.0,21,/Attraction_Review-g293734-d19701856-Reviews-Toubkal_life_trekking-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19701856-Reviews-Toubkal_life_trekking-Marrakech_Marrakech_Safi.html
1226,1227. Lifetimes Travel,5.0,26,/Attraction_Review-g293734-d7695694-Reviews-Lifetimes_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7695694-Reviews-Lifetimes_Travel-Marrakech_Marrakech_Safi.html
1227,1228. Saharies,5.0,15,/Attraction_Review-g293734-d26325660-Reviews-Saharies-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26325660-Reviews-Saharies-Marrakech_Marrakech_Safi.html
1228,1229. Jalila Bourahmoun,5.0,24,/Attraction_Review-g293734-d23489096-Reviews-Jalila_Bourahmoun-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23489096-Reviews-Jalila_Bourahmoun-Marrakech_Marrakech_Safi.html
1229,1230. Imzi Tours Inter - Day Tours,4.0,195,/Attraction_Review-g293734-d2296439-Reviews-Imzi_Tours_Inter_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d2296439-Reviews-Imzi_Tours_Inter_Day_Tours-Marrakech_Marrakech_Safi.html
1230,1231. Marrakech Tour Guide,5.0,15,/Attraction_Review-g293734-d17738042-Reviews-Marrakech_Tour_Guide-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17738042-Reviews-Marrakech_Tour_Guide-Marrakech_Marrakech_Safi.html
1231,1232. Rosa Frei Morocco Photo Tours,5.0,28,/Attraction_Review-g293734-d13168038-Reviews-Rosa_Frei_Morocco_Photo_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d13168038-Reviews-Rosa_Frei_Morocco_Photo_Tours-Marrakech_Marrakech_Safi.html
1232,1233. Marrakech-DesertTours,5.0,34,/Attraction_Review-g293734-d12392119-Reviews-Marrakech_DesertTours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12392119-Reviews-Marrakech_DesertTours-Marrakech_Marrakech_Safi.html
1233,1234. Morocco Offer Tours,5.0,28,/Attraction_Review-g293734-d16385851-Reviews-Morocco_Offer_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d16385851-Reviews-Morocco_Offer_Tours-Marrakech_Marrakech_Safi.html
1234,1235. Real Sahara Experience,5.0,28,/Attraction_Review-g293734-d7648843-Reviews-Real_Sahara_Experience-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7648843-Reviews-Real_Sahara_Experience-Marrakech_Marrakech_Safi.html
1235,1236. Medina Mall Marrakech,4.5,22,/Attraction_Review-g293734-d24052003-Reviews-Medina_Mall_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24052003-Reviews-Medina_Mall_Marrakech-Marrakech_Marrakech_Safi.html
1236,1237. Turismo en Marruecos,5.0,17,/Attraction_Review-g293734-d23983770-Reviews-Turismo_en_Marruecos-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23983770-Reviews-Turismo_en_Marruecos-Marrakech_Marrakech_Safi.html
1237,1238. Farah Tour,5.0,41,/Attraction_Review-g293734-d4813163-Reviews-Farah_Tour-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d4813163-Reviews-Farah_Tour-Marrakech_Marrakech_Safi.html
1238,1239. Hiking Nomads Morocco,5.0,25,/Attraction_Review-g293734-d15607290-Reviews-Hiking_Nomads_Morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d15607290-Reviews-Hiking_Nomads_Morocco-Marrakech_Marrakech_Safi.html
1239,1240. Best Tours in Marrakech,5.0,15,/Attraction_Review-g293734-d25407193-Reviews-Best_Tours_in_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25407193-Reviews-Best_Tours_in_Marrakech-Marrakech_Marrakech_Safi.html
1240,1241. Fun Day trips from Marrakech.,5.0,18,/Attraction_Review-g293734-d20351148-Reviews-Fun_Day_trips_from_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d20351148-Reviews-Fun_Day_trips_from_Marrakech-Marrakech_Marrakech_Safi.html
1241,1242. Awraq Hénnè,5.0,18,/Attraction_Review-g293734-d25789390-Reviews-Awraq_Henne-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d25789390-Reviews-Awraq_Henne-Marrakech_Marrakech_Safi.html
1242,1243. explore morocco,5.0,17,/Attraction_Review-g293734-d24178300-Reviews-Explore_morocco-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d24178300-Reviews-Explore_morocco-Marrakech_Marrakech_Safi.html
1243,1244. Laaroussi Quad Buggy Palmeraie Marrakech,5.0,15,/Attraction_Review-g293734-d26163999-Reviews-Laaroussi_Quad_Buggy_Palmeraie_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26163999-Reviews-Laaroussi_Quad_Buggy_Palmeraie_Marrakech-Marrakech_Marrakech_Safi.html
1244,1245. Viajes Por Marrakech,5.0,15,/Attraction_Review-g293734-d26135686-Reviews-Viajes_Por_Marrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26135686-Reviews-Viajes_Por_Marrakech-Marrakech_Marrakech_Safi.html
1245,1246. MOROCCANCIRCUIT,5.0,27,/Attraction_Review-g293734-d17216244-Reviews-MOROCCANCIRCUIT-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d17216244-Reviews-MOROCCANCIRCUIT-Marrakech_Marrakech_Safi.html
1246,1247. Flymarrakech,5.0,19,/Attraction_Review-g293734-d23013992-Reviews-Flymarrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d23013992-Reviews-Flymarrakech-Marrakech_Marrakech_Safi.html
1247,1248. SAPHIR LIMO SERVICES,5.0,22,/Attraction_Review-g293734-d21166677-Reviews-SAPHIR_LIMO_SERVICES-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d21166677-Reviews-SAPHIR_LIMO_SERVICES-Marrakech_Marrakech_Safi.html
1248,1249. Amigo Trip,5.0,20,/Attraction_Review-g293734-d19692527-Reviews-Amigo_Trip-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19692527-Reviews-Amigo_Trip-Marrakech_Marrakech_Safi.html
1249,1250. Chez Fouad Confection de vetements en cuir et daim,4.5,60,/Attraction_Review-g293734-d5489622-Reviews-Chez_Fouad_Confection_de_vetements_en_cuir_et_daim-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d5489622-Reviews-Chez_Fouad_Confection_de_vetements_en_cuir_et_daim-Marrakech_Marrakech_Safi.html
1250,1251. youssef marrakech trip,5.0,20,/Attraction_Review-g293734-d21110994-Reviews-Youssef_marrakech_trip-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d21110994-Reviews-Youssef_marrakech_trip-Marrakech_Marrakech_Safi.html
1251,1252. Morocco By Marrakech Travel,5.0,19,/Attraction_Review-g293734-d19838420-Reviews-Morocco_By_Marrakech_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19838420-Reviews-Morocco_By_Marrakech_Travel-Marrakech_Marrakech_Safi.html
1252,1253. Toursma Travel & Tourism,5.0,23,/Attraction_Review-g293734-d19596903-Reviews-Toursma_Travel_Tourism-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d19596903-Reviews-Toursma_Travel_Tourism-Marrakech_Marrakech_Safi.html
1253,1254. Inside Morocco Travel,5.0,24,/Attraction_Review-g293734-d12134953-Reviews-Inside_Morocco_Travel-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12134953-Reviews-Inside_Morocco_Travel-Marrakech_Marrakech_Safi.html
1254,1255. Marrakech Walking Tours,5.0,31,/Attraction_Review-g293734-d14895949-Reviews-Marrakech_Walking_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d14895949-Reviews-Marrakech_Walking_Tours-Marrakech_Marrakech_Safi.html
1255,1256. Desert Espace,5.0,29,/Attraction_Review-g293734-d12206845-Reviews-Desert_Espace-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d12206845-Reviews-Desert_Espace-Marrakech_Marrakech_Safi.html
1256,1257. ToDiscoverMarrakech,5.0,17,/Attraction_Review-g293734-d26800688-Reviews-ToDiscoverMarrakech-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d26800688-Reviews-ToDiscoverMarrakech-Marrakech_Marrakech_Safi.html
1257,1258. Morocco Exotic Tours - Day Tours,5.0,44,/Attraction_Review-g293734-d6848586-Reviews-Morocco_Exotic_Tours_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d6848586-Reviews-Morocco_Exotic_Tours_Day_Tours-Marrakech_Marrakech_Safi.html
1258,1259. Marrakech Tours,4.0,154,/Attraction_Review-g293734-d4071223-Reviews-Marrakech_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d4071223-Reviews-Marrakech_Tours-Marrakech_Marrakech_Safi.html
1259,1260. Marrakech Desert Tour,5.0,40,/Attraction_Review-g293734-d3247373-Reviews-Marrakech_Desert_Tour-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d3247373-Reviews-Marrakech_Desert_Tour-Marrakech_Marrakech_Safi.html
1260,1261. Saharaway - Day Tours,5.0,23,/Attraction_Review-g293734-d7966195-Reviews-Saharaway_Day_Tours-Marrakech_Marrakech_Safi.html,/Attraction_Review-g293734-d7966195-Reviews-Saharaway_Day_Tours-Marrakech_Marrakech_Safi.html
